"ensembl_transcript_id","mgi_symbol","transcript_biotype","description"
"ENSMUST00000034522","Clmp","protein_coding","CXADR-like membrane protein [Source:MGI Symbol;Acc:MGI:1918816]"
"ENSMUST00000015800","Hspa8","protein_coding","heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]"
"ENSMUST00000149936","Hspa8","retained_intron","heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]"
"ENSMUST00000117557","Hspa8","protein_coding","heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]"
"ENSMUST00000067375","Bsx","protein_coding","brain specific homeobox [Source:MGI Symbol;Acc:MGI:2669849]"
"ENSMUST00000215480","Gm47932","processed_pseudogene","predicted gene, 47932 [Source:MGI Symbol;Acc:MGI:6097194]"
"ENSMUST00000215973","Gm47933","processed_pseudogene","predicted gene, 47933 [Source:MGI Symbol;Acc:MGI:6097195]"
"ENSMUST00000216148","Gm29521","lncRNA","predicted gene 29521 [Source:MGI Symbol;Acc:MGI:5580227]"
"ENSMUST00000187061","Gm29521","lncRNA","predicted gene 29521 [Source:MGI Symbol;Acc:MGI:5580227]"
"ENSMUST00000216924","A530083I20Rik","retained_intron","RIKEN cDNA A530083I20 gene [Source:MGI Symbol;Acc:MGI:3040711]"
"ENSMUST00000214957","Zfp660","lncRNA","zinc finger protein 660 [Source:MGI Symbol;Acc:MGI:3645415]"
"ENSMUST00000040717","Kif15","protein_coding","kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"ENSMUST00000215176","Kif15","retained_intron","kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"ENSMUST00000217415","Kif15","retained_intron","kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"ENSMUST00000214311","Kif15","nonsense_mediated_decay","kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]"
"ENSMUST00000217243","Gm47148","TEC","predicted gene, 47148 [Source:MGI Symbol;Acc:MGI:6095912]"
"ENSMUST00000217077","Gm9856","lncRNA","predicted gene 9856 [Source:MGI Symbol;Acc:MGI:3704347]"
"ENSMUST00000084733","Tmem42","protein_coding","transmembrane protein 42 [Source:MGI Symbol;Acc:MGI:1277176]"
"ENSMUST00000213514","Tmem42","protein_coding","transmembrane protein 42 [Source:MGI Symbol;Acc:MGI:1277176]"
"ENSMUST00000215504","Gm31614","lncRNA","predicted gene, 31614 [Source:MGI Symbol;Acc:MGI:5590773]"
"ENSMUST00000189828","2900052N01Rik","lncRNA","RIKEN cDNA 2900052N01 gene [Source:MGI Symbol;Acc:MGI:1920290]"
"ENSMUST00000185568","2900052N01Rik","lncRNA","RIKEN cDNA 2900052N01 gene [Source:MGI Symbol;Acc:MGI:1920290]"
"ENSMUST00000214437","Gm47153","lncRNA","predicted gene, 47153 [Source:MGI Symbol;Acc:MGI:6095921]"
"ENSMUST00000172919","Cobl","protein_coding","cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]"
"ENSMUST00000109650","Cobl","protein_coding","cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]"
"ENSMUST00000174874","Cobl","protein_coding","cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]"
"ENSMUST00000136549","Cobl","protein_coding","cordon-bleu WH2 repeat [Source:MGI Symbol;Acc:MGI:105056]"
"ENSMUST00000215706","Zw10","retained_intron","zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478]"
"ENSMUST00000213787","Zw10","nonsense_mediated_decay","zw10 kinetochore protein [Source:MGI Symbol;Acc:MGI:1349478]"
"ENSMUST00000075764","Drd2","protein_coding","dopamine receptor D2 [Source:MGI Symbol;Acc:MGI:94924]"
"ENSMUST00000055096","Ttc12","protein_coding","tetratricopeptide repeat domain 12 [Source:MGI Symbol;Acc:MGI:2444588]"
"ENSMUST00000215904","Gm48401","processed_pseudogene","predicted gene, 48401 [Source:MGI Symbol;Acc:MGI:6097889]"
"ENSMUST00000098900","Pate9","protein_coding","prostate and testis expressed 9 [Source:MGI Symbol;Acc:MGI:3647347]"
"ENSMUST00000207256","Vstm2a","protein_coding","V-set and transmembrane domain containing 2A [Source:MGI Symbol;Acc:MGI:2384826]"
"ENSMUST00000034612","Ddx25","protein_coding","DEAD box helicase 25 [Source:MGI Symbol;Acc:MGI:1353582]"
"ENSMUST00000109643","Sec61g","protein_coding","SEC61, gamma subunit [Source:MGI Symbol;Acc:MGI:1202066]"
"ENSMUST00000109642","Sec61g","protein_coding","SEC61, gamma subunit [Source:MGI Symbol;Acc:MGI:1202066]"
"ENSMUST00000131439","Sec61g","retained_intron","SEC61, gamma subunit [Source:MGI Symbol;Acc:MGI:1202066]"
"ENSMUST00000135768","Pus3","retained_intron","pseudouridine synthase 3 [Source:MGI Symbol;Acc:MGI:1914299]"
"ENSMUST00000034615","Pus3","protein_coding","pseudouridine synthase 3 [Source:MGI Symbol;Acc:MGI:1914299]"
"ENSMUST00000121246","Pus3","protein_coding","pseudouridine synthase 3 [Source:MGI Symbol;Acc:MGI:1914299]"
"ENSMUST00000115110","Hyls1","protein_coding","HYLS1, centriolar and ciliogenesis associated [Source:MGI Symbol;Acc:MGI:1924082]"
"ENSMUST00000132547","Hyls1","retained_intron","HYLS1, centriolar and ciliogenesis associated [Source:MGI Symbol;Acc:MGI:1924082]"
"ENSMUST00000118254","Pate2","protein_coding","prostate and testis expressed 2 [Source:MGI Symbol;Acc:MGI:2685692]"
"ENSMUST00000213739","Gm48391","transcribed_processed_pseudogene","predicted gene, 48391 [Source:MGI Symbol;Acc:MGI:6097874]"
"ENSMUST00000123680","Pigyl","protein_coding","phosphatidylinositol glycan anchor biosynthesis, class Y-like [Source:MGI Symbol;Acc:MGI:1913518]"
"ENSMUST00000148088","Pigyl","protein_coding","phosphatidylinositol glycan anchor biosynthesis, class Y-like [Source:MGI Symbol;Acc:MGI:1913518]"
"ENSMUST00000188595","1810064F22Rik","lncRNA","RIKEN cDNA 1810064F22 gene [Source:MGI Symbol;Acc:MGI:1917112]"
"ENSMUST00000215902","Zfp809","protein_coding","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUST00000213371","Zfp809","nonsense_mediated_decay","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUST00000215618","Zfp809","protein_coding","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUST00000072465","Zfp809","protein_coding","zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362]"
"ENSMUST00000086281","Zfp599","protein_coding","zinc finger protein 599 [Source:MGI Symbol;Acc:MGI:2679006]"
"ENSMUST00000086278","Zfp810","protein_coding","zinc finger protein 810 [Source:MGI Symbol;Acc:MGI:2384563]"
"ENSMUST00000214499","Zfp810","retained_intron","zinc finger protein 810 [Source:MGI Symbol;Acc:MGI:2384563]"
"ENSMUST00000040912","Anln","protein_coding","anillin, actin binding protein [Source:MGI Symbol;Acc:MGI:1920174]"
"ENSMUST00000034763","Rp9","protein_coding","retinitis pigmentosa 9 (human) [Source:MGI Symbol;Acc:MGI:2157166]"
"ENSMUST00000214005","Rp9","retained_intron","retinitis pigmentosa 9 (human) [Source:MGI Symbol;Acc:MGI:2157166]"
"ENSMUST00000058868","9530077C05Rik","protein_coding","RIKEN cDNA 9530077C05 gene [Source:MGI Symbol;Acc:MGI:1915533]"
"ENSMUST00000214436","9530077C05Rik","protein_coding","RIKEN cDNA 9530077C05 gene [Source:MGI Symbol;Acc:MGI:1915533]"
"ENSMUST00000213133","9530077C05Rik","retained_intron","RIKEN cDNA 9530077C05 gene [Source:MGI Symbol;Acc:MGI:1915533]"
"ENSMUST00000020329","Egfr","protein_coding","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]"
"ENSMUST00000102884","Egfr","protein_coding","epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294]"
"ENSMUST00000034802","Tent5a","protein_coding","terminal nucleotidyltransferase 5A [Source:MGI Symbol;Acc:MGI:2670964]"
"ENSMUST00000215184","Gm39302","lncRNA","predicted gene, 39302 [Source:MGI Symbol;Acc:MGI:5622187]"
"ENSMUST00000115395","Carm1","protein_coding","coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]"
"ENSMUST00000115394","Carm1","protein_coding","coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]"
"ENSMUST00000154049","Carm1","retained_intron","coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]"
"ENSMUST00000102881","Plek","protein_coding","pleckstrin [Source:MGI Symbol;Acc:MGI:1860485]"
"ENSMUST00000020321","Plek","protein_coding","pleckstrin [Source:MGI Symbol;Acc:MGI:1860485]"
"ENSMUST00000034992","Nt5e","protein_coding","5' nucleotidase, ecto [Source:MGI Symbol;Acc:MGI:99782]"
"ENSMUST00000058159","Cnrip1","protein_coding","cannabinoid receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917505]"
"ENSMUST00000135637","Cnrip1","retained_intron","cannabinoid receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917505]"
"ENSMUST00000102880","Ppp3r1","protein_coding","protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) [Source:MGI Symbol;Acc:MGI:107172]"
"ENSMUST00000154425","Ppp3r1","protein_coding_CDS_not_defined","protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) [Source:MGI Symbol;Acc:MGI:107172]"
"ENSMUST00000165315","Snx14","protein_coding","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"ENSMUST00000140439","Snx14","retained_intron","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"ENSMUST00000173039","Snx14","protein_coding","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"ENSMUST00000174806","Snx14","protein_coding","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"ENSMUST00000126405","Snx14","nonsense_mediated_decay","sorting nexin 14 [Source:MGI Symbol;Acc:MGI:2155664]"
"ENSMUST00000046955","Dnaaf10","protein_coding","dynein axonemal assembly factor 10 [Source:MGI Symbol;Acc:MGI:2144224]"
"ENSMUST00000020317","Pno1","protein_coding","partner of NOB1 homolog [Source:MGI Symbol;Acc:MGI:1913499]"
"ENSMUST00000000594","C1d","protein_coding","C1D nuclear receptor co-repressor [Source:MGI Symbol;Acc:MGI:1927354]"
"ENSMUST00000076661","Etaa1","protein_coding","Ewing tumor-associated antigen 1 [Source:MGI Symbol;Acc:MGI:1915395]"
"ENSMUST00000150694","Gm12018","lncRNA","predicted gene 12018 [Source:MGI Symbol;Acc:MGI:3651187]"
"ENSMUST00000102878","Meis1","nonsense_mediated_decay","Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717]"
"ENSMUST00000118661","Meis1","protein_coding_CDS_not_defined","Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717]"
"ENSMUST00000137300","Meis1","retained_intron","Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717]"
"ENSMUST00000154586","Gm20537","nonsense_mediated_decay","predicted gene 20537 [Source:MGI Symbol;Acc:MGI:5142002]"
"ENSMUST00000188747","Gm28229","lncRNA","predicted gene 28229 [Source:MGI Symbol;Acc:MGI:5578935]"
"ENSMUST00000069221","Syncrip","protein_coding","synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"ENSMUST00000174391","Syncrip","protein_coding","synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"ENSMUST00000174688","Syncrip","protein_coding","synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"ENSMUST00000174269","Syncrip","protein_coding","synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"ENSMUST00000173801","Syncrip","protein_coding","synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]"
"ENSMUST00000194952","Gm37818","TEC","predicted gene, 37818 [Source:MGI Symbol;Acc:MGI:5611046]"
"ENSMUST00000193315","2610001A08Rik","TEC","RIKEN cDNA 2610001A08 gene [Source:MGI Symbol;Acc:MGI:1917358]"
"ENSMUST00000152073","Gm16141","lncRNA","predicted gene 16141 [Source:MGI Symbol;Acc:MGI:3802122]"
"ENSMUST00000093299","Spred2","protein_coding","sprouty-related EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019]"
"ENSMUST00000000137","Actr2","protein_coding","ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]"
"ENSMUST00000132022","Actr2","protein_coding_CDS_not_defined","ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]"
"ENSMUST00000109602","Rab1a","protein_coding","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]"
"ENSMUST00000132285","Rab1a","protein_coding_CDS_not_defined","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]"
"ENSMUST00000109601","Rab1a","protein_coding","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]"
"ENSMUST00000163483","Rab1a","protein_coding","RAB1A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97842]"
"ENSMUST00000182232","Snhg5","lncRNA","small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]"
"ENSMUST00000180563","Snhg5","lncRNA","small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]"
"ENSMUST00000183045","Snhg5","retained_intron","small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]"
"ENSMUST00000182517","Snhg5","lncRNA","small nucleolar RNA host gene 5 [Source:MGI Symbol;Acc:MGI:1919905]"
"ENSMUST00000161458","Zfp949","protein_coding","zinc finger protein 949 [Source:MGI Symbol;Acc:MGI:1918890]"
"ENSMUST00000180723","9430037G07Rik","lncRNA","RIKEN cDNA 9430037G07 gene [Source:MGI Symbol;Acc:MGI:2444544]"
"ENSMUST00000050611","Cep68","protein_coding","centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663]"
"ENSMUST00000109596","Cep68","protein_coding","centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663]"
"ENSMUST00000162811","Cep68","protein_coding","centrosomal protein 68 [Source:MGI Symbol;Acc:MGI:2667663]"
"ENSMUST00000192581","Gm38214","TEC","predicted gene, 38214 [Source:MGI Symbol;Acc:MGI:5611442]"
"ENSMUST00000191644","Gm37226","TEC","predicted gene, 37226 [Source:MGI Symbol;Acc:MGI:5610454]"
"ENSMUST00000004634","Slc1a4","protein_coding","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]"
"ENSMUST00000109594","Slc1a4","protein_coding","solute carrier family 1 (glutamate/neutral amino acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:2135601]"
"ENSMUST00000093292","Sertad2","protein_coding","SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026]"
"ENSMUST00000109586","Sertad2","protein_coding","SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026]"
"ENSMUST00000109585","Sertad2","protein_coding","SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026]"
"ENSMUST00000146722","Aftph","protein_coding","aftiphilin [Source:MGI Symbol;Acc:MGI:1923012]"
"ENSMUST00000035350","Aftph","protein_coding","aftiphilin [Source:MGI Symbol;Acc:MGI:1923012]"
"ENSMUST00000134897","Aftph","retained_intron","aftiphilin [Source:MGI Symbol;Acc:MGI:1923012]"
"ENSMUST00000047028","Lgalsl","protein_coding","galectin like [Source:MGI Symbol;Acc:MGI:1916114]"
"ENSMUST00000093290","Peli1","protein_coding","pellino 1 [Source:MGI Symbol;Acc:MGI:1914495]"
"ENSMUST00000156122","Peli1","retained_intron","pellino 1 [Source:MGI Symbol;Acc:MGI:1914495]"
"ENSMUST00000109578","Vps54","protein_coding","VPS54 GARP complex subunit [Source:MGI Symbol;Acc:MGI:2178798]"
"ENSMUST00000143932","Vps54","protein_coding_CDS_not_defined","VPS54 GARP complex subunit [Source:MGI Symbol;Acc:MGI:2178798]"
"ENSMUST00000102875","Ugp2","protein_coding","UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]"
"ENSMUST00000060895","Ugp2","protein_coding","UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]"
"ENSMUST00000102874","Mdh1","protein_coding","malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]"
"ENSMUST00000020568","Wdpcp","protein_coding","WD repeat containing planar cell polarity effector [Source:MGI Symbol;Acc:MGI:2144467]"
"ENSMUST00000006071","Otx1","protein_coding","orthodenticle homeobox 1 [Source:MGI Symbol;Acc:MGI:97450]"
"ENSMUST00000172395","Otx1","retained_intron","orthodenticle homeobox 1 [Source:MGI Symbol;Acc:MGI:97450]"
"ENSMUST00000045167","Ehbp1","protein_coding","EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252]"
"ENSMUST00000059319","Tmem17","protein_coding","transmembrane protein 17 [Source:MGI Symbol;Acc:MGI:2144205]"
"ENSMUST00000142151","Gm12052","lncRNA","predicted gene 12052 [Source:MGI Symbol;Acc:MGI:3652305]"
"ENSMUST00000173923","Fam161a","protein_coding","family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]"
"ENSMUST00000109557","Fam161a","protein_coding","family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]"
"ENSMUST00000094363","Fam161a","protein_coding","family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]"
"ENSMUST00000151877","Fam161a","protein_coding","family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]"
"ENSMUST00000128996","Gm12059","lncRNA","predicted gene 12059 [Source:MGI Symbol;Acc:MGI:3649372]"
"ENSMUST00000132077","Tug1","protein_coding_CDS_not_defined","taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]"
"ENSMUST00000144852","Tug1","protein_coding_CDS_not_defined","taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]"
"ENSMUST00000226724","Tug1","protein_coding_CDS_not_defined","taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]"
"ENSMUST00000096441","Morc2a","protein_coding","microrchidia 2A [Source:MGI Symbol;Acc:MGI:1921772]"
"ENSMUST00000093389","Morc2a","protein_coding","microrchidia 2A [Source:MGI Symbol;Acc:MGI:1921772]"
"ENSMUST00000131517","Morc2a","protein_coding_CDS_not_defined","microrchidia 2A [Source:MGI Symbol;Acc:MGI:1921772]"
"ENSMUST00000075641","Npm1","protein_coding","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
"ENSMUST00000141881","Npm1","protein_coding_CDS_not_defined","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
"ENSMUST00000109354","Npm1","protein_coding","nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]"
"ENSMUST00000109664","Fignl1","protein_coding","fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]"
"ENSMUST00000076700","Ikzf1","protein_coding","IKAROS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:1342540]"
"ENSMUST00000140161","Etaa1os","lncRNA","Ewing tumor-associated antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920221]"
"ENSMUST00000148496","Etaa1os","lncRNA","Ewing tumor-associated antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920221]"
"ENSMUST00000134944","D630024D03Rik","lncRNA","RIKEN cDNA D630024D03 gene [Source:MGI Symbol;Acc:MGI:3041224]"
"ENSMUST00000124047","Gm12224","lncRNA","predicted gene 12224 [Source:MGI Symbol;Acc:MGI:3651369]"
"ENSMUST00000144844","8430429K09Rik","lncRNA","RIKEN cDNA 8430429K09 gene [Source:MGI Symbol;Acc:MGI:1918773]"
"ENSMUST00000146456","8430429K09Rik","lncRNA","RIKEN cDNA 8430429K09 gene [Source:MGI Symbol;Acc:MGI:1918773]"
"ENSMUST00000119128","Pisd-ps1","transcribed_unprocessed_pseudogene","phosphatidylserine decarboxylase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3842428]"
"ENSMUST00000093138","Tbc1d9b","protein_coding","TBC1 domain family, member 9B [Source:MGI Symbol;Acc:MGI:1924045]"
"ENSMUST00000101270","Tbc1d9b","protein_coding","TBC1 domain family, member 9B [Source:MGI Symbol;Acc:MGI:1924045]"
"ENSMUST00000020647","Mrnip","protein_coding","MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317]"
"ENSMUST00000015981","Sqstm1","protein_coding","sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"ENSMUST00000102774","Sqstm1","protein_coding","sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"ENSMUST00000136936","Sqstm1","protein_coding","sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]"
"ENSMUST00000151803","Mgat4b","nonsense_mediated_decay","mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]"
"ENSMUST00000221391","Ltc4s","protein_coding_CDS_not_defined","leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]"
"ENSMUST00000221525","Ltc4s","protein_coding","leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]"
"ENSMUST00000135868","Maml1","protein_coding","mastermind like transcriptional coactivator 1 [Source:MGI Symbol;Acc:MGI:1890504]"
"ENSMUST00000179865","Canx","protein_coding","calnexin [Source:MGI Symbol;Acc:MGI:88261]"
"ENSMUST00000020637","Canx","protein_coding","calnexin [Source:MGI Symbol;Acc:MGI:88261]"
"ENSMUST00000069304","Hnrnph1","protein_coding","heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925]"
